,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year,RentalCount
8507,11.0,7.5,29.0,1.3,1926.0,-9.4,1.55,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,699.0
2231,23.0,9.4,74.0,1.6,559.0,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,215.0
2228,20.0,11.1,51.0,3.7,1957.0,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,631.0
2153,17.0,3.8,90.0,2.7,654.0,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,28,Wednesday,February,2018,8.0
6323,11.0,24.7,85.0,2.3,1438.0,22.0,0.27,0.0,0.0,Summer,No Holiday,Yes,21,Tuesday,August,2018,681.0
7165,13.0,22.9,30.0,2.0,2000.0,4.3,2.9,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,1309.0
7213,13.0,23.0,39.0,1.7,2000.0,8.2,2.28,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,1191.0
7005,21.0,22.1,61.0,1.5,2000.0,14.2,0.0,0.0,0.0,Autumn,No Holiday,No,18,Tuesday,September,2018,0.0
8304,0.0,5.4,64.0,0.8,2000.0,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Monday,November,2018,456.0
5354,2.0,26.3,84.0,0.3,1361.0,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018,517.0
8288,8.0,6.3,81.0,0.8,365.0,3.2,0.11,0.0,0.0,Autumn,No Holiday,Yes,11,Sunday,November,2018,395.0
6618,18.0,27.9,52.0,1.7,2000.0,17.1,0.2,0.0,0.0,Autumn,No Holiday,Yes,2,Sunday,September,2018,2118.0
1366,22.0,-14.6,40.0,1.8,1746.0,-25.2,0.0,0.0,0.3,Winter,No Holiday,Yes,26,Friday,January,2018,108.0
1469,5.0,-2.8,83.0,0.6,946.0,-5.2,0.0,0.0,3.5,Winter,No Holiday,Yes,31,Wednesday,January,2018,34.0
1851,3.0,-4.4,37.0,1.7,1989.0,-16.9,0.0,0.0,0.0,Winter,Holiday,Yes,16,Friday,February,2018,36.0
3183,15.0,19.4,24.0,3.9,2000.0,-1.7,2.86,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,1074.0
1963,19.0,2.5,21.0,2.2,2000.0,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Tuesday,February,2018,522.0
7223,23.0,17.7,51.0,1.4,2000.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,1222.0
8009,17.0,9.9,40.0,2.6,2000.0,-3.0,0.47,0.0,0.0,Autumn,No Holiday,Yes,30,Tuesday,October,2018,1357.0
5570,2.0,26.4,72.0,0.2,1766.0,20.9,0.0,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,684.0
3199,7.0,8.8,33.0,1.2,2000.0,-6.6,0.11,0.0,0.0,Spring,No Holiday,Yes,13,Friday,April,2018,999.0
6218,2.0,22.8,50.0,1.4,2000.0,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes,17,Friday,August,2018,572.0
1289,17.0,-10.6,38.0,3.5,2000.0,-22.2,0.38,0.0,0.9,Winter,No Holiday,Yes,23,Tuesday,January,2018,239.0
485,5.0,-4.3,91.0,1.5,233.0,-5.5,0.0,0.0,2.2,Winter,No Holiday,Yes,21,Thursday,December,2017,49.0
2239,7.0,8.4,97.0,2.6,122.0,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4,Sunday,March,2018,23.0
5719,7.0,27.6,80.0,1.0,783.0,23.8,0.27,0.0,0.0,Summer,No Holiday,Yes,27,Friday,July,2018,1111.0
3261,21.0,9.6,66.0,1.7,1850.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,15,Sunday,April,2018,464.0
7468,4.0,10.4,61.0,0.6,2000.0,3.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,123.0
5460,12.0,32.4,49.0,2.0,1844.0,20.3,3.09,0.0,0.0,Summer,No Holiday,Yes,16,Monday,July,2018,719.0
8409,9.0,8.2,61.0,0.6,586.0,1.1,0.26,0.0,0.0,Autumn,No Holiday,Yes,16,Friday,November,2018,991.0
7254,6.0,14.6,81.0,1.0,2000.0,11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,29,Saturday,September,2018,290.0
8514,18.0,9.1,31.0,2.0,1932.0,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,1857.0
30,6.0,-4.3,82.0,2.1,1178.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Saturday,December,2017,70.0
4667,11.0,24.5,51.0,1.5,1333.0,13.6,1.97,0.0,0.0,Summer,No Holiday,Yes,13,Wednesday,June,2018,1478.0
3542,14.0,22.2,32.0,2.8,1124.0,4.7,2.91,0.0,0.0,Spring,No Holiday,Yes,27,Friday,April,2018,1115.0
7986,18.0,9.4,51.0,3.4,2000.0,-0.2,0.02,0.0,0.0,Autumn,No Holiday,Yes,29,Monday,October,2018,1987.0
1879,7.0,-6.8,32.0,1.6,2000.0,-20.7,0.0,0.0,0.0,Winter,Holiday,Yes,17,Saturday,February,2018,35.0
8675,11.0,7.9,64.0,1.2,383.0,1.4,0.87,0.0,0.0,Autumn,No Holiday,Yes,27,Tuesday,November,2018,623.0
3937,1.0,12.4,94.0,1.3,307.0,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Monday,May,2018,377.0
1983,15.0,4.2,15.0,2.7,1995.0,-20.2,2.21,0.0,0.0,Winter,No Holiday,Yes,21,Wednesday,February,2018,366.0
4319,23.0,19.5,89.0,1.7,304.0,17.6,0.0,0.0,0.0,Spring,No Holiday,Yes,29,Tuesday,May,2018,742.0
3771,3.0,14.7,82.0,0.8,1822.0,11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,7,Monday,May,2018,249.0
7846,22.0,12.3,73.0,0.9,1392.0,7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,23,Tuesday,October,2018,1257.0
5621,5.0,29.3,55.0,1.6,2000.0,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Monday,July,2018,310.0
6003,3.0,28.3,84.0,0.5,1006.0,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Wednesday,August,2018,322.0
6361,1.0,30.1,54.0,0.8,2000.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Thursday,August,2018,745.0
1036,4.0,-6.4,46.0,0.8,1993.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,13,Saturday,January,2018,47.0
636,12.0,-5.5,21.0,2.1,1941.0,-24.4,1.08,0.0,0.0,Winter,No Holiday,Yes,27,Wednesday,December,2017,230.0
5227,19.0,25.0,52.0,2.2,2000.0,14.4,0.37,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018,2557.0
4141,13.0,22.7,52.0,1.0,1399.0,12.3,0.94,0.0,0.0,Spring,Holiday,Yes,22,Tuesday,May,2018,2000.0
4010,2.0,21.8,97.0,1.3,175.0,21.2,0.0,1.0,0.0,Spring,No Holiday,Yes,17,Thursday,May,2018,78.0
5912,8.0,30.2,61.0,1.8,1562.0,21.8,0.65,0.0,0.0,Summer,No Holiday,Yes,4,Saturday,August,2018,568.0
4687,7.0,19.4,97.0,0.9,272.0,18.9,0.0,13.5,0.0,Summer,No Holiday,Yes,14,Thursday,June,2018,94.0
1083,3.0,4.4,70.0,1.7,928.0,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Monday,January,2018,58.0
2615,23.0,6.9,44.0,3.3,2000.0,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,19,Monday,March,2018,382.0
861,21.0,-3.5,53.0,0.9,1353.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Friday,January,2018,284.0
4726,22.0,20.4,54.0,1.4,2000.0,10.7,0.0,0.0,0.0,Summer,No Holiday,Yes,15,Friday,June,2018,2155.0
903,15.0,2.7,31.0,0.9,1603.0,-12.7,0.43,0.0,0.0,Winter,No Holiday,Yes,7,Sunday,January,2018,368.0
191,23.0,-3.5,43.0,0.9,2000.0,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Friday,December,2017,275.0
109,13.0,-1.6,27.0,0.0,1955.0,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Tuesday,December,2017,325.0
8578,10.0,1.3,27.0,0.9,1856.0,-15.6,1.13,0.0,0.0,Autumn,No Holiday,Yes,23,Friday,November,2018,582.0
5786,2.0,28.0,57.0,1.2,2000.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,30,Monday,July,2018,363.0
1942,22.0,1.0,69.0,0.7,525.0,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,19,Monday,February,2018,357.0
7237,13.0,19.1,53.0,1.4,2000.0,9.2,0.76,0.0,0.0,Autumn,No Holiday,No,28,Friday,September,2018,0.0
7787,11.0,16.8,38.0,1.5,1326.0,2.3,2.07,0.0,0.0,Autumn,No Holiday,Yes,21,Sunday,October,2018,1055.0
5470,22.0,27.2,69.0,1.7,2000.0,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes,16,Monday,July,2018,1934.0
6820,4.0,17.7,52.0,1.5,2000.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Tuesday,September,2018,193.0
1831,7.0,-3.0,40.0,0.9,2000.0,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,15,Thursday,February,2018,55.0
6615,15.0,29.3,43.0,1.5,1958.0,15.4,2.4,0.0,0.0,Autumn,No Holiday,Yes,2,Sunday,September,2018,1550.0
5611,19.0,34.5,47.0,2.8,1762.0,21.5,0.42,0.0,0.0,Summer,No Holiday,Yes,22,Sunday,July,2018,1478.0
6509,5.0,24.6,87.0,3.6,1966.0,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,29,Wednesday,August,2018,109.0
6553,1.0,23.7,77.0,1.1,1099.0,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,31,Friday,August,2018,652.0
782,14.0,1.7,20.0,4.4,1995.0,-18.9,0.91,0.0,0.0,Winter,No Holiday,Yes,2,Tuesday,January,2018,302.0
563,11.0,4.6,95.0,0.8,156.0,3.8,0.05,0.0,0.0,Winter,Holiday,Yes,24,Sunday,December,2017,9.0
8484,12.0,10.3,38.0,1.2,1130.0,-3.4,1.08,0.0,0.0,Autumn,No Holiday,Yes,19,Monday,November,2018,785.0
7715,11.0,15.0,52.0,1.4,2000.0,5.2,1.5,0.0,0.0,Autumn,No Holiday,Yes,18,Thursday,October,2018,917.0
2775,15.0,17.6,33.0,3.6,985.0,1.1,2.44,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,604.0
3429,21.0,12.0,86.0,2.3,681.0,9.7,0.0,2.5,0.0,Spring,No Holiday,Yes,22,Sunday,April,2018,24.0
4791,15.0,30.5,34.0,2.8,1590.0,12.8,2.87,0.0,0.0,Summer,No Holiday,Yes,18,Monday,June,2018,1177.0
8611,19.0,2.6,85.0,1.2,797.0,0.3,0.0,0.0,3.3,Autumn,No Holiday,Yes,24,Saturday,November,2018,420.0
6926,14.0,25.7,67.0,1.2,2000.0,19.1,0.9,0.0,0.0,Autumn,No Holiday,Yes,15,Saturday,September,2018,1474.0
1825,1.0,-1.1,38.0,2.8,1999.0,-13.6,0.0,0.0,0.0,Winter,Holiday,Yes,15,Thursday,February,2018,123.0
2617,1.0,5.5,42.0,3.1,2000.0,-6.4,0.0,0.0,0.0,Spring,No Holiday,Yes,20,Tuesday,March,2018,243.0
6409,1.0,23.0,82.0,2.1,1922.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,25,Saturday,August,2018,886.0
1094,14.0,7.1,52.0,2.1,646.0,-2.1,0.76,0.0,0.0,Winter,No Holiday,Yes,15,Monday,January,2018,306.0
6525,21.0,23.7,98.0,0.6,410.0,23.3,0.0,5.5,0.0,Summer,No Holiday,Yes,29,Wednesday,August,2018,22.0
3169,1.0,8.9,40.0,2.1,2000.0,-3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,374.0
4717,13.0,25.3,48.0,1.8,1935.0,13.4,3.42,0.0,0.0,Summer,No Holiday,Yes,15,Friday,June,2018,1035.0
4306,10.0,21.6,68.0,1.6,980.0,15.4,0.83,0.0,0.0,Spring,No Holiday,Yes,29,Tuesday,May,2018,893.0
6841,1.0,19.6,56.0,1.2,2000.0,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Wednesday,September,2018,691.0
7226,2.0,16.0,56.0,1.5,2000.0,7.2,0.0,0.0,0.0,Autumn,No Holiday,No,28,Friday,September,2018,0.0
5231,23.0,22.0,55.0,1.7,2000.0,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018,1458.0
8062,22.0,8.3,61.0,0.2,1809.0,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Thursday,November,2018,1115.0
7231,7.0,14.5,62.0,1.5,2000.0,7.2,0.03,0.0,0.0,Autumn,No Holiday,No,28,Friday,September,2018,0.0
4828,4.0,19.1,82.0,1.5,471.0,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,20,Wednesday,June,2018,249.0
6208,16.0,34.5,37.0,1.9,2000.0,17.6,2.36,0.0,0.0,Summer,No Holiday,Yes,16,Thursday,August,2018,902.0
1654,22.0,-6.8,50.0,1.7,1856.0,-15.5,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Wednesday,February,2018,200.0
7593,9.0,10.0,56.0,1.0,1761.0,1.6,1.03,0.0,0.0,Autumn,No Holiday,Yes,13,Saturday,October,2018,853.0
8363,11.0,12.1,49.0,0.8,1827.0,1.6,1.61,0.0,0.0,Autumn,No Holiday,Yes,14,Wednesday,November,2018,892.0
2323,19.0,8.9,44.0,2.3,2000.0,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,7,Wednesday,March,2018,799.0
2413,13.0,10.3,31.0,2.1,885.0,-6.1,2.67,0.0,0.0,Spring,No Holiday,Yes,11,Sunday,March,2018,843.0
7110,6.0,16.5,73.0,1.2,2000.0,11.6,0.0,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,144.0
2654,14.0,1.9,89.0,1.5,102.0,0.2,0.41,0.0,0.0,Spring,No Holiday,Yes,21,Wednesday,March,2018,117.0
4022,14.0,23.4,81.0,0.6,1921.0,19.9,0.5,0.0,0.0,Spring,No Holiday,Yes,17,Thursday,May,2018,352.0
3978,18.0,27.5,47.0,2.5,1113.0,15.1,0.43,0.0,0.0,Spring,No Holiday,Yes,15,Tuesday,May,2018,2915.0
8420,20.0,7.6,76.0,3.9,603.0,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,16,Friday,November,2018,995.0
2678,14.0,11.4,30.0,3.1,1672.0,-5.5,2.82,0.0,0.0,Spring,No Holiday,Yes,22,Thursday,March,2018,674.0
4918,22.0,23.0,74.0,2.4,473.0,18.1,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Saturday,June,2018,1932.0
5261,5.0,18.1,57.0,1.4,2000.0,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018,253.0
6580,4.0,21.2,88.0,0.9,1183.0,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Saturday,September,2018,338.0
5152,16.0,31.3,52.0,1.2,2000.0,20.2,1.63,0.0,0.0,Summer,No Holiday,Yes,3,Tuesday,July,2018,1325.0
5819,11.0,34.1,40.0,1.5,1947.0,18.5,2.8,0.0,0.0,Summer,No Holiday,Yes,31,Tuesday,July,2018,583.0
5147,11.0,29.2,66.0,1.4,1953.0,22.1,2.72,0.0,0.0,Summer,No Holiday,Yes,3,Tuesday,July,2018,906.0
178,10.0,-5.3,44.0,2.8,1516.0,-15.6,0.63,0.0,0.0,Winter,No Holiday,Yes,8,Friday,December,2017,261.0
5717,5.0,27.2,86.0,0.8,657.0,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,27,Friday,July,2018,295.0
4174,22.0,14.8,59.0,1.0,1740.0,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,23,Wednesday,May,2018,1588.0
1534,22.0,-2.4,63.0,1.3,1523.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018,227.0
8481,9.0,4.6,60.0,0.8,967.0,-2.5,0.46,0.0,0.0,Autumn,No Holiday,Yes,19,Monday,November,2018,889.0
6656,8.0,20.5,90.0,1.9,490.0,18.7,0.53,0.0,0.0,Autumn,No Holiday,Yes,4,Tuesday,September,2018,2059.0
3286,22.0,10.8,33.0,0.9,2000.0,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,16,Monday,April,2018,1099.0
1204,4.0,-0.7,65.0,0.6,1226.0,-6.4,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Saturday,January,2018,89.0
2202,18.0,3.5,22.0,0.9,1961.0,-16.2,0.43,0.0,0.0,Spring,No Holiday,Yes,2,Friday,March,2018,854.0
4668,12.0,24.5,56.0,2.3,1094.0,15.1,1.74,0.0,0.0,Summer,No Holiday,Yes,13,Wednesday,June,2018,1747.0
7531,19.0,11.3,50.0,1.1,2000.0,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10,Wednesday,October,2018,1723.0
7157,5.0,11.5,70.0,0.5,2000.0,6.2,0.0,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,105.0
4071,15.0,23.9,37.0,1.6,2000.0,8.3,3.07,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,2268.0
4787,11.0,27.3,45.0,2.4,846.0,14.3,2.84,0.0,0.0,Summer,No Holiday,Yes,18,Monday,June,2018,915.0
975,15.0,-5.3,33.0,4.8,2000.0,-19.0,0.99,0.0,0.3,Winter,No Holiday,Yes,10,Wednesday,January,2018,193.0
4664,8.0,20.7,65.0,1.5,1004.0,13.8,0.97,0.0,0.0,Summer,No Holiday,Yes,13,Wednesday,June,2018,959.0
1770,18.0,-4.4,46.0,3.5,2000.0,-14.3,0.23,0.0,0.0,Winter,No Holiday,Yes,12,Monday,February,2018,475.0
829,13.0,-2.0,32.0,1.0,1864.0,-16.5,0.91,0.0,0.0,Winter,No Holiday,Yes,4,Thursday,January,2018,284.0
941,5.0,-5.1,48.0,3.2,1821.0,-14.4,0.0,0.0,0.9,Winter,No Holiday,Yes,9,Tuesday,January,2018,52.0
4176,0.0,13.7,51.0,1.3,1651.0,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Thursday,May,2018,778.0
2486,14.0,21.1,42.0,4.3,2000.0,7.6,2.49,0.0,0.0,Spring,No Holiday,Yes,14,Wednesday,March,2018,878.0
627,3.0,-9.1,37.0,1.0,2000.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,27,Wednesday,December,2017,81.0
4013,5.0,18.8,97.0,0.9,1927.0,18.3,0.0,0.0,0.0,Spring,No Holiday,Yes,17,Thursday,May,2018,54.0
7879,7.0,7.3,85.0,1.4,1039.0,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,25,Thursday,October,2018,1251.0
7188,12.0,22.5,37.0,1.8,2000.0,7.0,2.5,0.0,0.0,Autumn,No Holiday,Yes,26,Wednesday,September,2018,1358.0
925,13.0,3.0,32.0,1.6,1518.0,-12.1,0.38,0.0,0.0,Winter,No Holiday,Yes,8,Monday,January,2018,303.0
3033,9.0,6.9,83.0,2.2,1666.0,4.2,0.83,0.0,0.0,Spring,No Holiday,Yes,6,Friday,April,2018,719.0
295,7.0,-11.7,53.0,1.6,1998.0,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,13,Wednesday,December,2017,310.0
1052,20.0,-3.9,78.0,1.1,596.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,13,Saturday,January,2018,158.0
8105,17.0,16.7,45.0,2.2,772.0,4.6,0.43,0.0,0.0,Autumn,No Holiday,No,3,Saturday,November,2018,0.0
2707,19.0,8.3,48.0,3.0,779.0,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes,23,Friday,March,2018,932.0
3221,5.0,9.5,76.0,0.8,1962.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,20.0
8564,20.0,3.1,42.0,2.4,2000.0,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,22,Thursday,November,2018,777.0
8257,1.0,11.2,78.0,1.1,467.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,10,Saturday,November,2018,679.0
6114,18.0,33.4,49.0,1.6,1971.0,21.2,0.25,0.0,0.0,Summer,No Holiday,Yes,12,Sunday,August,2018,1225.0
6911,23.0,22.3,87.0,1.1,1810.0,20.0,0.0,0.5,0.0,Autumn,No Holiday,Yes,14,Friday,September,2018,810.0
3509,5.0,10.2,73.0,0.8,1137.0,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes,26,Thursday,April,2018,180.0
8045,5.0,3.3,72.0,0.0,1946.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Thursday,November,2018,154.0
2789,5.0,8.0,63.0,0.8,439.0,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,27,Tuesday,March,2018,110.0
944,8.0,-6.0,64.0,3.2,1384.0,-11.7,0.0,0.0,0.7,Winter,No Holiday,Yes,9,Tuesday,January,2018,554.0
7379,11.0,21.3,41.0,1.9,1963.0,7.5,2.36,0.0,0.0,Autumn,No Holiday,No,4,Thursday,October,2018,0.0
7695,15.0,18.3,21.0,2.7,2000.0,-4.4,2.02,0.0,0.0,Autumn,No Holiday,Yes,17,Wednesday,October,2018,1175.0
7040,8.0,18.0,91.0,1.3,896.0,16.5,0.11,0.5,0.0,Autumn,No Holiday,Yes,20,Thursday,September,2018,299.0
12,12.0,1.7,23.0,1.4,2000.0,-17.2,1.11,0.0,0.0,Winter,No Holiday,Yes,1,Friday,December,2017,449.0
1117,13.0,5.8,47.0,0.8,382.0,-4.6,0.53,0.0,0.0,Winter,No Holiday,Yes,16,Tuesday,January,2018,296.0
7316,20.0,15.4,63.0,2.1,2000.0,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Monday,October,2018,1824.0
3255,15.0,13.1,54.0,4.1,1264.0,3.9,1.98,0.0,0.0,Spring,No Holiday,Yes,15,Sunday,April,2018,62.0
7764,12.0,17.7,33.0,2.2,1556.0,1.2,2.37,0.0,0.0,Autumn,No Holiday,Yes,20,Saturday,October,2018,1407.0
2690,2.0,2.2,80.0,1.4,615.0,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,23,Friday,March,2018,216.0
2213,5.0,0.8,39.0,1.0,1463.0,-11.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,55.0
4041,9.0,16.6,98.0,0.6,301.0,16.2,0.18,0.5,0.0,Spring,No Holiday,Yes,18,Friday,May,2018,427.0
7233,9.0,16.5,50.0,1.2,2000.0,6.0,0.66,0.0,0.0,Autumn,No Holiday,No,28,Friday,September,2018,0.0
5193,9.0,24.2,84.0,0.9,632.0,21.3,0.49,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018,1112.0
1319,23.0,-15.7,43.0,3.6,2000.0,-25.4,0.0,0.0,0.7,Winter,No Holiday,Yes,24,Wednesday,January,2018,82.0
779,11.0,-0.4,40.0,2.3,1633.0,-12.3,0.66,0.0,0.0,Winter,No Holiday,Yes,2,Tuesday,January,2018,269.0
8653,13.0,11.7,50.0,1.4,609.0,1.6,1.74,0.0,0.0,Autumn,No Holiday,Yes,26,Monday,November,2018,718.0
8354,2.0,6.2,59.0,0.6,1584.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,14,Wednesday,November,2018,327.0
3130,10.0,15.2,31.0,1.6,1757.0,-1.8,1.84,0.0,0.0,Spring,No Holiday,Yes,10,Tuesday,April,2018,703.0
4442,2.0,20.1,49.0,0.8,1978.0,9.0,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Monday,June,2018,351.0
7460,20.0,15.5,37.0,1.9,2000.0,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,7,Sunday,October,2018,1519.0
433,1.0,-2.0,72.0,0.8,979.0,-6.3,0.0,0.0,2.6,Winter,No Holiday,Yes,19,Tuesday,December,2017,122.0
3475,19.0,13.3,37.0,1.2,2000.0,-1.1,0.12,0.0,0.0,Spring,No Holiday,Yes,24,Tuesday,April,2018,1580.0
3505,1.0,12.4,55.0,1.0,1836.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,26,Thursday,April,2018,546.0
653,5.0,-5.7,28.0,1.2,2000.0,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,28,Thursday,December,2017,61.0
2477,5.0,14.1,69.0,1.3,1923.0,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Wednesday,March,2018,123.0
92,20.0,-3.6,38.0,3.0,2000.0,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Monday,December,2017,398.0
6816,0.0,20.1,52.0,1.5,2000.0,9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Tuesday,September,2018,910.0
8620,4.0,2.4,89.0,0.7,321.0,0.7,0.0,0.0,2.6,Autumn,No Holiday,Yes,25,Sunday,November,2018,138.0
7167,15.0,24.1,26.0,1.6,2000.0,3.3,2.38,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,1747.0
5603,11.0,33.8,45.0,1.9,1928.0,20.2,2.74,0.0,0.0,Summer,No Holiday,Yes,22,Sunday,July,2018,499.0
5359,7.0,25.9,87.0,1.7,834.0,23.5,0.26,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018,1279.0
4076,20.0,20.9,34.0,1.4,2000.0,4.4,0.03,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,1872.0
8637,21.0,4.7,81.0,1.0,437.0,1.7,0.0,0.0,0.4,Autumn,No Holiday,Yes,25,Sunday,November,2018,546.0
4463,23.0,21.4,68.0,2.7,972.0,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Monday,June,2018,1354.0
5720,8.0,28.5,76.0,0.9,725.0,23.8,0.59,0.0,0.0,Summer,No Holiday,Yes,27,Friday,July,2018,1763.0
2886,6.0,9.4,75.0,0.9,1117.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,31,Saturday,March,2018,142.0
3135,15.0,21.4,33.0,4.8,1998.0,4.4,1.63,0.0,0.0,Spring,No Holiday,Yes,10,Tuesday,April,2018,933.0
7486,22.0,14.4,49.0,1.1,2000.0,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,1636.0
1874,2.0,-3.8,30.0,3.9,2000.0,-18.8,0.0,0.0,0.0,Winter,Holiday,Yes,17,Saturday,February,2018,56.0
6769,1.0,18.8,54.0,0.1,2000.0,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9,Sunday,September,2018,835.0
8113,1.0,8.6,60.0,1.1,1416.0,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,4,Sunday,November,2018,517.0
4862,14.0,28.0,39.0,2.6,1833.0,12.7,3.14,0.0,0.0,Summer,No Holiday,Yes,21,Thursday,June,2018,1152.0
6464,8.0,21.3,97.0,1.3,1029.0,20.7,0.17,0.5,0.0,Summer,No Holiday,Yes,27,Monday,August,2018,328.0
2904,0.0,12.1,70.0,0.8,1050.0,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1,Sunday,April,2018,579.0
